feature,importance_mean
avalon_557,9.133333333333333
morgan_r3_1966,9.133333333333333
avalon_934,9.066666666666666
avalon_456,9.066666666666666
mordred_nO,9.066666666666666
morgan_r3_674,9.066666666666666
fcfp4_1488,9.0
erg_112,9.0
rdkit_fr_aniline,9.0
morgan_378,9.0
erg_113,8.933333333333334
avalon_154,8.933333333333334
avalon_707,8.866666666666667
morgan_r3_1825,8.866666666666667
avalon_746,8.866666666666667
avalon_284,8.866666666666667
rdkit_SlogP_VSA11,8.8
rdkit_PEOE_VSA14,8.8
morgan_r3_1380,8.8
avalon_327,8.8
morgan_r3_1465,8.733333333333333
erg_145,8.733333333333333
mordred_n6aHRing,8.733333333333333
morgan_r3_694,8.733333333333333
morgan_r3_807,8.733333333333333
avalon_526,8.733333333333333
avalon_155,8.666666666666666
avalon_373,8.666666666666666
avalon_639,8.6
mordred_nHBAcc,8.6
rdkit_PEOE_VSA5,8.6
erg_66,8.533333333333333
avalon_339,8.533333333333333
fcfp4_1128,8.533333333333333
morgan_1349,8.533333333333333
avalon_427,8.466666666666667
morgan_695,8.466666666666667
avalon_713,8.466666666666667
fcfp4_691,8.4
morgan_r3_740,8.4
morgan_1670,8.4
rdkit_fr_ether,8.333333333333334
avalon_900,8.333333333333334
erg_103,8.333333333333334
avalon_767,8.266666666666667
erg_213,8.266666666666667
morgan_283,8.266666666666667
avalon_995,8.266666666666667
morgan_r3_489,8.2
avalon_980,8.2
morgan_1722,8.2
morgan_r3_112,8.2
avalon_121,8.2
avalon_345,8.2
mordred_n7Ring,8.133333333333333
morgan_1855,8.133333333333333
morgan_r3_1019,8.133333333333333
morgan_230,8.133333333333333
mordred_NsssN,8.133333333333333
avalon_527,8.066666666666666
avalon_459,8.066666666666666
avalon_908,8.066666666666666
avalon_174,8.0
erg_84,8.0
fcfp4_1395,8.0
avalon_72,8.0
fcfp4_6,8.0
avalon_684,7.933333333333334
morgan_1791,7.866666666666666
avalon_771,7.866666666666666
morgan_r3_1696,7.866666666666666
avalon_635,7.866666666666666
avalon_1016,7.866666666666666
fcfp4_779,7.866666666666666
avalon_763,7.866666666666666
avalon_113,7.8
avalon_878,7.8
avalon_581,7.8
avalon_504,7.8
avalon_111,7.733333333333333
morgan_r3_1670,7.733333333333333
erg_309,7.733333333333333
avalon_642,7.733333333333333
erg_3,7.733333333333333
avalon_845,7.666666666666667
morgan_r3_1361,7.666666666666667
avalon_761,7.6
avalon_658,7.6
morgan_r3_689,7.6
avalon_846,7.6
morgan_1325,7.6
morgan_r3_1199,7.6
avalon_513,7.533333333333333
morgan_191,7.533333333333333
morgan_1837,7.533333333333333
erg_195,7.533333333333333
fcfp4_13,7.533333333333333
morgan_r3_292,7.533333333333333
avalon_1008,7.466666666666667
erg_122,7.466666666666667
avalon_883,7.466666666666667
avalon_751,7.466666666666667
erg_115,7.4
avalon_638,7.4
avalon_636,7.4
avalon_719,7.333333333333333
avalon_932,7.333333333333333
avalon_885,7.333333333333333
rdkit_NumHeteroatoms,7.333333333333333
avalon_179,7.333333333333333
avalon_466,7.266666666666667
avalon_287,7.266666666666667
mordred_NaaN,7.2
avalon_55,7.2
avalon_762,7.2
mordred_nBondsKD,7.2
morgan_r3_1325,7.2
morgan_r3_233,7.2
fcfp4_1672,7.133333333333334
morgan_r3_1837,7.133333333333334
morgan_1452,7.133333333333334
avalon_442,7.133333333333334
rdkit_NumAmideBonds,7.133333333333334
morgan_r3_718,7.066666666666666
morgan_1647,7.066666666666666
morgan_r3_695,7.066666666666666
avalon_766,7.0
rdkit_NumSaturatedHeterocycles,7.0
fcfp4_1048,7.0
fcfp4_1223,7.0
fcfp4_1083,7.0
mordred_nHRing,7.0
avalon_278,6.933333333333334
morgan_1152,6.866666666666666
morgan_r3_720,6.866666666666666
morgan_r3_1087,6.866666666666666
fcfp4_1876,6.866666666666666
avalon_486,6.866666666666666
avalon_616,6.866666666666666
avalon_274,6.866666666666666
morgan_r3_1057,6.8
avalon_387,6.8
avalon_553,6.8
fcfp4_1358,6.8
avalon_862,6.8
morgan_314,6.733333333333333
avalon_1003,6.733333333333333
avalon_554,6.733333333333333
mordred_NdssC,6.733333333333333
avalon_927,6.733333333333333
rdkit_fr_bicyclic,6.733333333333333
avalon_594,6.733333333333333
mordred_nFAHRing,6.733333333333333
avalon_270,6.733333333333333
morgan_963,6.733333333333333
avalon_551,6.733333333333333
avalon_943,6.666666666666667
morgan_587,6.666666666666667
morgan_r3_249,6.666666666666667
morgan_879,6.6
avalon_912,6.6
avalon_132,6.6
morgan_r3_1791,6.6
avalon_894,6.533333333333333
avalon_128,6.533333333333333
morgan_r3_1917,6.533333333333333
avalon_303,6.466666666666667
erg_5,6.466666666666667
avalon_479,6.466666666666667
avalon_212,6.466666666666667
morgan_r3_512,6.4
erg_67,6.4
avalon_785,6.4
avalon_985,6.4
rdkit_fr_piperdine,6.4
avalon_68,6.4
morgan_1405,6.333333333333333
erg_277,6.333333333333333
erg_85,6.333333333333333
avalon_302,6.333333333333333
avalon_990,6.333333333333333
morgan_r3_1722,6.333333333333333
fcfp4_1959,6.266666666666667
avalon_647,6.266666666666667
avalon_702,6.266666666666667
avalon_688,6.266666666666667
avalon_569,6.266666666666667
mordred_nFARing,6.266666666666667
avalon_364,6.266666666666667
fcfp4_1355,6.266666666666667
morgan_r3_652,6.266666666666667
avalon_99,6.266666666666667
morgan_r3_1452,6.266666666666667
avalon_798,6.2
morgan_r3_1792,6.2
rdkit_NHOHCount,6.2
erg_35,6.2
fcfp4_1219,6.2
avalon_201,6.2
rdkit_NumAliphaticHeterocycles,6.2
morgan_r3_392,6.2
rdkit_NumAromaticHeterocycles,6.2
avalon_245,6.133333333333334
avalon_960,6.133333333333334
avalon_228,6.133333333333334
rdkit_SlogP_VSA12,6.133333333333334
morgan_r3_662,6.133333333333334
avalon_866,6.133333333333334
avalon_790,6.133333333333334
avalon_890,6.066666666666666
avalon_475,6.066666666666666
mordred_NsCH3,6.066666666666666
avalon_655,6.066666666666666
morgan_1243,6.066666666666666
avalon_566,6.066666666666666
avalon_586,6.066666666666666
avalon_488,6.066666666666666
morgan_r3_488,6.066666666666666
fcfp4_1886,6.066666666666666
avalon_618,6.066666666666666
morgan_r3_785,6.066666666666666
morgan_389,6.0
avalon_259,6.0
rdkit_NumAromaticCarbocycles,6.0
avalon_489,6.0
avalon_300,6.0
morgan_2014,6.0
avalon_915,6.0
erg_36,6.0
avalon_412,5.933333333333334
avalon_754,5.933333333333334
erg_4,5.933333333333334
avalon_224,5.933333333333334
avalon_967,5.933333333333334
avalon_704,5.933333333333334
morgan_r3_1138,5.933333333333334
avalon_531,5.866666666666666
morgan_r3_314,5.866666666666666
morgan_r3_1296,5.866666666666666
avalon_907,5.866666666666666
avalon_670,5.866666666666666
morgan_689,5.866666666666666
avalon_18,5.8
erg_8,5.8
avalon_917,5.8
avalon_968,5.8
avalon_322,5.8
avalon_727,5.8
avalon_359,5.8
avalon_148,5.733333333333333
fcfp4_285,5.733333333333333
avalon_76,5.666666666666667
avalon_1005,5.666666666666667
avalon_164,5.666666666666667
avalon_577,5.666666666666667
morgan_r3_935,5.666666666666667
avalon_118,5.666666666666667
fcfp4_1068,5.6
avalon_918,5.6
avalon_17,5.6
morgan_650,5.6
avalon_422,5.6
avalon_389,5.533333333333333
avalon_448,5.533333333333333
fcfp4_636,5.533333333333333
morgan_r3_665,5.533333333333333
avalon_840,5.533333333333333
avalon_780,5.533333333333333
avalon_49,5.533333333333333
morgan_656,5.533333333333333
morgan_1825,5.533333333333333
avalon_171,5.533333333333333
avalon_338,5.466666666666667
erg_212,5.466666666666667
avalon_522,5.466666666666667
fcfp4_1339,5.466666666666667
morgan_1385,5.466666666666667
avalon_625,5.466666666666667
avalon_104,5.466666666666667
mordred_n5ARing,5.466666666666667
avalon_315,5.466666666666667
avalon_415,5.466666666666667
avalon_186,5.466666666666667
erg_310,5.466666666666667
fcfp4_1133,5.4
avalon_512,5.4
avalon_615,5.4
avalon_124,5.4
avalon_671,5.333333333333333
avalon_205,5.333333333333333
erg_29,5.333333333333333
morgan_r3_1030,5.266666666666667
fcfp4_508,5.266666666666667
avalon_533,5.266666666666667
fcfp4_1173,5.266666666666667
avalon_974,5.266666666666667
morgan_r3_1077,5.266666666666667
avalon_496,5.266666666666667
avalon_729,5.266666666666667
rdkit_fr_NH1,5.266666666666667
mordred_n5Ring,5.2
morgan_r3_1349,5.2
avalon_876,5.2
avalon_378,5.133333333333334
avalon_515,5.133333333333334
morgan_1866,5.133333333333334
erg_146,5.133333333333334
mordred_NssO,5.133333333333334
avalon_1011,5.133333333333334
fcfp4_1598,5.133333333333334
avalon_88,5.133333333333334
morgan_r3_271,5.133333333333334
avalon_350,5.133333333333334
avalon_809,5.066666666666666
avalon_856,5.066666666666666
avalon_1013,5.066666666666666
avalon_1017,5.066666666666666
morgan_292,5.066666666666666
avalon_797,5.066666666666666
avalon_114,5.066666666666666
morgan_1097,5.066666666666666
avalon_281,5.066666666666666
avalon_349,5.066666666666666
fcfp4_1,5.066666666666666
morgan_r3_90,5.066666666666666
rdkit_NumHDonors,5.066666666666666
avalon_701,5.0
morgan_r3_378,5.0
avalon_260,5.0
avalon_592,5.0
morgan_r3_1322,5.0
fcfp4_664,4.933333333333334
avalon_290,4.933333333333334
erg_295,4.933333333333334
avalon_136,4.933333333333334
avalon_346,4.933333333333334
mordred_SlogP_VSA11,4.933333333333334
morgan_r3_650,4.933333333333334
avalon_532,4.933333333333334
morgan_1391,4.933333333333334
avalon_957,4.933333333333334
avalon_804,4.933333333333334
avalon_820,4.933333333333334
avalon_1018,4.933333333333334
avalon_157,4.933333333333334
avalon_660,4.933333333333334
avalon_117,4.933333333333334
avalon_736,4.866666666666666
morgan_r3_191,4.866666666666666
morgan_r3_942,4.866666666666666
avalon_478,4.866666666666666
fcfp4_1102,4.866666666666666
avalon_538,4.866666666666666
avalon_250,4.866666666666666
avalon_436,4.866666666666666
avalon_528,4.866666666666666
avalon_868,4.866666666666666
fcfp4_1849,4.866666666666666
avalon_640,4.8
avalon_328,4.8
fcfp4_1932,4.8
morgan_r3_1856,4.8
erg_125,4.8
erg_124,4.8
avalon_460,4.8
avalon_312,4.8
morgan_r3_388,4.8
avalon_929,4.8
avalon_58,4.8
avalon_988,4.8
avalon_969,4.8
avalon_325,4.8
avalon_606,4.733333333333333
fcfp4_1990,4.733333333333333
avalon_651,4.733333333333333
avalon_388,4.733333333333333
avalon_454,4.733333333333333
avalon_451,4.733333333333333
avalon_439,4.733333333333333
fcfp4_18,4.733333333333333
erg_311,4.733333333333333
avalon_95,4.733333333333333
avalon_208,4.733333333333333
avalon_593,4.733333333333333
avalon_740,4.666666666666667
avalon_150,4.666666666666667
mordred_nFHRing,4.666666666666667
avalon_753,4.666666666666667
fcfp4_2006,4.666666666666667
avalon_784,4.666666666666667
morgan_r3_655,4.666666666666667
morgan_r3_591,4.666666666666667
mordred_PEOE_VSA5,4.666666666666667
avalon_450,4.666666666666667
morgan_r3_1632,4.666666666666667
rdkit_NumAliphaticCarbocycles,4.666666666666667
morgan_r3_656,4.666666666666667
mordred_NssNH,4.666666666666667
morgan_r3_1164,4.666666666666667
avalon_965,4.666666666666667
erg_2,4.6
avalon_254,4.6
avalon_938,4.6
avalon_977,4.6
avalon_801,4.6
fcfp4_1717,4.6
avalon_571,4.6
avalon_720,4.6
morgan_r3_331,4.6
morgan_r3_1692,4.6
avalon_555,4.6
avalon_467,4.533333333333333
avalon_882,4.533333333333333
avalon_13,4.533333333333333
avalon_732,4.533333333333333
erg_127,4.533333333333333
morgan_r3_963,4.533333333333333
avalon_623,4.533333333333333
avalon_207,4.533333333333333
avalon_41,4.466666666666667
avalon_735,4.466666666666667
avalon_92,4.466666666666667
avalon_884,4.466666666666667
morgan_r3_839,4.466666666666667
avalon_63,4.466666666666667
avalon_530,4.466666666666667
avalon_799,4.466666666666667
morgan_r3_217,4.466666666666667
morgan_r3_1448,4.466666666666667
avalon_311,4.466666666666667
fcfp4_807,4.466666666666667
avalon_711,4.4
morgan_r3_1577,4.4
erg_300,4.4
avalon_747,4.4
avalon_59,4.4
avalon_219,4.4
avalon_584,4.4
avalon_757,4.4
avalon_62,4.4
avalon_495,4.4
morgan_r3_1152,4.4
avalon_724,4.333333333333333
avalon_715,4.333333333333333
avalon_847,4.333333333333333
fcfp4_1390,4.333333333333333
avalon_839,4.333333333333333
avalon_550,4.333333333333333
morgan_900,4.333333333333333
avalon_945,4.333333333333333
avalon_461,4.333333333333333
morgan_1897,4.333333333333333
morgan_r3_464,4.333333333333333
morgan_361,4.333333333333333
morgan_r3_593,4.333333333333333
fcfp4_1915,4.333333333333333
erg_7,4.266666666666667
avalon_923,4.266666666666667
erg_196,4.266666666666667
erg_278,4.266666666666667
fcfp4_1850,4.266666666666667
avalon_280,4.266666666666667
morgan_r3_1535,4.266666666666667
morgan_1597,4.266666666666667
avalon_664,4.266666666666667
morgan_r3_230,4.2
avalon_924,4.2
avalon_413,4.2
avalon_718,4.2
avalon_657,4.2
morgan_r3_1309,4.2
avalon_264,4.2
morgan_1637,4.2
mordred_n6aRing,4.2
avalon_598,4.2
avalon_549,4.2
avalon_546,4.2
avalon_559,4.2
morgan_r3_1385,4.2
avalon_725,4.2
morgan_r3_961,4.2
avalon_362,4.2
mordred_n5AHRing,4.2
rdkit_fr_C_O_noCOO,4.133333333333334
rdkit_fr_benzene,4.133333333333334
erg_163,4.133333333333334
morgan_r3_1866,4.133333333333334
avalon_972,4.133333333333334
avalon_564,4.133333333333334
morgan_r3_294,4.133333333333334
avalon_600,4.133333333333334
erg_218,4.133333333333334
avalon_305,4.133333333333334
morgan_r3_1384,4.133333333333334
morgan_1586,4.133333333333334
avalon_276,4.133333333333334
avalon_519,4.133333333333334
avalon_410,4.133333333333334
avalon_629,4.133333333333334
avalon_153,4.133333333333334
avalon_105,4.066666666666666
morgan_942,4.066666666666666
avalon_914,4.066666666666666
erg_6,4.066666666666666
avalon_1002,4.066666666666666
avalon_963,4.066666666666666
fcfp4_1145,4.066666666666666
avalon_792,4.066666666666666
avalon_86,4.066666666666666
avalon_836,4.066666666666666
avalon_51,4.066666666666666
avalon_64,4.066666666666666
rdkit_fr_imidazole,4.066666666666666
avalon_307,4.066666666666666
avalon_694,4.066666666666666
avalon_188,4.066666666666666
morgan_1162,4.066666666666666
fcfp4_2044,4.066666666666666
morgan_1998,4.066666666666666
avalon_996,4.066666666666666
morgan_r3_737,4.066666666666666
morgan_r3_861,4.066666666666666
avalon_507,4.0
morgan_r3_1627,4.0
morgan_1535,4.0
fcfp4_604,4.0
avalon_73,4.0
morgan_r3_680,4.0
avalon_30,4.0
avalon_499,4.0
erg_104,4.0
morgan_r3_503,3.933333333333333
morgan_r3_312,3.933333333333333
morgan_r3_841,3.933333333333333
avalon_935,3.933333333333333
avalon_961,3.933333333333333
avalon_468,3.933333333333333
morgan_r3_1938,3.933333333333333
avalon_983,3.933333333333333
mordred_naHRing,3.933333333333333
avalon_649,3.933333333333333
avalon_776,3.933333333333333
morgan_117,3.933333333333333
rdkit_NumSaturatedRings,3.933333333333333
morgan_r3_1052,3.933333333333333
morgan_1708,3.933333333333333
avalon_70,3.933333333333333
avalon_16,3.933333333333333
rdkit_fr_amide,3.933333333333333
morgan_488,3.8666666666666667
avalon_540,3.8666666666666667
avalon_265,3.8666666666666667
avalon_800,3.8666666666666667
erg_217,3.8666666666666667
morgan_r3_1145,3.8666666666666667
fcfp4_546,3.8666666666666667
avalon_292,3.8666666666666667
avalon_525,3.8666666666666667
avalon_779,3.8666666666666667
fcfp4_991,3.8666666666666667
avalon_567,3.8666666666666667
fcfp4_642,3.8666666666666667
morgan_1154,3.8
avalon_214,3.8
avalon_611,3.8
morgan_588,3.8
avalon_518,3.8
morgan_r3_69,3.8
avalon_782,3.8
avalon_231,3.8
avalon_576,3.8
fcfp4_1737,3.8
avalon_218,3.8
avalon_871,3.8
erg_45,3.8
avalon_71,3.8
avalon_60,3.8
erg_114,3.8
rdkit_fr_C_O,3.8
morgan_857,3.8
morgan_r3_587,3.8
morgan_843,3.8
avalon_375,3.8
avalon_301,3.8
avalon_973,3.8
avalon_135,3.8
avalon_145,3.8
avalon_472,3.8
morgan_2009,3.7333333333333334
avalon_603,3.7333333333333334
fcfp4_550,3.7333333333333334
morgan_r3_1509,3.7333333333333334
avalon_621,3.7333333333333334
mordred_n5aRing,3.7333333333333334
morgan_896,3.7333333333333334
morgan_r3_921,3.7333333333333334
morgan_r3_762,3.7333333333333334
avalon_4,3.7333333333333334
avalon_27,3.7333333333333334
erg_214,3.7333333333333334
morgan_r3_1060,3.7333333333333334
rdkit_fr_Ndealkylation2,3.7333333333333334
erg_215,3.7333333333333334
avalon_286,3.7333333333333334
avalon_787,3.7333333333333334
morgan_r3_1720,3.7333333333333334
avalon_458,3.7333333333333334
avalon_502,3.7333333333333334
avalon_950,3.6666666666666665
avalon_1014,3.6666666666666665
avalon_2,3.6666666666666665
avalon_354,3.6666666666666665
avalon_777,3.6666666666666665
avalon_291,3.6666666666666665
avalon_541,3.6666666666666665
avalon_737,3.6666666666666665
morgan_r3_79,3.6666666666666665
rdkit_fr_pyridine,3.6666666666666665
avalon_788,3.6666666666666665
rdkit_NumSaturatedCarbocycles,3.6666666666666665
fcfp4_1359,3.6666666666666665
avalon_380,3.6666666666666665
avalon_560,3.6666666666666665
morgan_r3_1693,3.6666666666666665
avalon_583,3.6666666666666665
morgan_703,3.6666666666666665
avalon_648,3.6666666666666665
morgan_1145,3.6666666666666665
morgan_1051,3.6666666666666665
fcfp4_1673,3.6666666666666665
avalon_994,3.6
avalon_769,3.6
avalon_348,3.6
erg_312,3.6
avalon_970,3.6
avalon_574,3.6
morgan_r3_251,3.6
morgan_r3_1754,3.6
morgan_1856,3.6
avalon_1007,3.6
morgan_r3_1004,3.6
avalon_877,3.6
avalon_80,3.6
avalon_283,3.6
morgan_310,3.6
erg_216,3.6
morgan_1226,3.533333333333333
avalon_952,3.533333333333333
avalon_109,3.533333333333333
avalon_473,3.533333333333333
morgan_r3_92,3.533333333333333
mordred_NaasN,3.533333333333333
avalon_895,3.533333333333333
erg_210,3.533333333333333
avalon_444,3.533333333333333
avalon_662,3.533333333333333
morgan_r3_1937,3.533333333333333
morgan_1138,3.533333333333333
avalon_195,3.533333333333333
fcfp4_11,3.533333333333333
avalon_786,3.533333333333333
avalon_106,3.533333333333333
morgan_r3_1157,3.466666666666667
avalon_67,3.466666666666667
avalon_827,3.466666666666667
morgan_1734,3.466666666666667
avalon_964,3.466666666666667
avalon_391,3.466666666666667
morgan_r3_1160,3.466666666666667
avalon_452,3.466666666666667
morgan_1603,3.466666666666667
avalon_791,3.466666666666667
avalon_89,3.466666666666667
fcfp4_1386,3.466666666666667
avalon_805,3.466666666666667
avalon_806,3.466666666666667
avalon_441,3.466666666666667
morgan_r3_1269,3.466666666666667
morgan_r3_407,3.466666666666667
avalon_137,3.466666666666667
avalon_470,3.466666666666667
morgan_1589,3.466666666666667
avalon_226,3.466666666666667
mordred_n9FRing,3.466666666666667
morgan_r3_195,3.466666666666667
morgan_r3_1645,3.466666666666667
morgan_1182,3.4
avalon_981,3.4
morgan_344,3.4
morgan_r3_269,3.4
fcfp4_977,3.4
morgan_1114,3.4
avalon_674,3.4
morgan_r3_9,3.4
morgan_739,3.4
morgan_r3_882,3.4
morgan_r3_843,3.4
avalon_508,3.4
morgan_r3_1228,3.4
morgan_r3_1887,3.4
avalon_79,3.4
morgan_r3_1572,3.4
erg_116,3.4
morgan_r3_1564,3.4
morgan_r3_1300,3.4
fcfp4_572,3.3333333333333335
avalon_705,3.3333333333333335
fcfp4_534,3.3333333333333335
morgan_r3_847,3.3333333333333335
morgan_r3_739,3.3333333333333335
avalon_700,3.3333333333333335
avalon_309,3.3333333333333335
fcfp4_1373,3.3333333333333335
morgan_r3_1604,3.3333333333333335
morgan_1290,3.3333333333333335
morgan_r3_931,3.3333333333333335
avalon_514,3.3333333333333335
avalon_122,3.3333333333333335
morgan_r3_1007,3.3333333333333335
avalon_94,3.3333333333333335
avalon_706,3.3333333333333335
morgan_r3_2009,3.3333333333333335
avalon_258,3.3333333333333335
fcfp4_152,3.3333333333333335
morgan_r3_1568,3.3333333333333335
morgan_1792,3.3333333333333335
avalon_36,3.3333333333333335
fcfp4_1034,3.3333333333333335
morgan_294,3.3333333333333335
avalon_634,3.3333333333333335
avalon_612,3.3333333333333335
avalon_21,3.2666666666666666
avalon_544,3.2666666666666666
avalon_32,3.2666666666666666
fcfp4_1256,3.2666666666666666
morgan_510,3.2666666666666666
rdkit_NumBridgeheadAtoms,3.2666666666666666
avalon_542,3.2666666666666666
erg_9,3.2666666666666666
morgan_r3_1734,3.2666666666666666
avalon_663,3.2666666666666666
avalon_431,3.2666666666666666
avalon_336,3.2666666666666666
avalon_50,3.2666666666666666
avalon_384,3.2666666666666666
mordred_nHetero,3.2666666666666666
morgan_r3_1589,3.2666666666666666
avalon_463,3.2666666666666666
avalon_275,3.2666666666666666
morgan_r3_486,3.2666666666666666
avalon_589,3.2
avalon_989,3.2
avalon_691,3.2
morgan_961,3.2
avalon_510,3.2
fcfp4_590,3.2
morgan_r3_1097,3.2
avalon_3,3.2
fcfp4_1555,3.2
avalon_823,3.2
mordred_NaaaC,3.2
avalon_714,3.2
fcfp4_1522,3.2
avalon_202,3.2
avalon_25,3.2
fcfp4_1146,3.1333333333333333
avalon_1012,3.1333333333333333
avalon_288,3.1333333333333333
avalon_815,3.1333333333333333
erg_33,3.1333333333333333
morgan_r3_1162,3.1333333333333333
avalon_131,3.1333333333333333
morgan_r3_117,3.1333333333333333
avalon_156,3.1333333333333333
morgan_r3_389,3.1333333333333333
morgan_784,3.1333333333333333
morgan_1209,3.1333333333333333
avalon_26,3.1333333333333333
morgan_1915,3.1333333333333333
morgan_r3_1765,3.066666666666667
avalon_543,3.066666666666667
avalon_582,3.066666666666667
avalon_588,3.066666666666667
avalon_462,3.066666666666667
rdkit_fr_Ndealkylation1,3.066666666666667
morgan_r3_1603,3.066666666666667
erg_105,3.066666666666667
avalon_838,3.066666666666667
erg_86,3.066666666666667
fcfp4_532,3.066666666666667
avalon_374,3.066666666666667
mordred_n10FAHRing,3.066666666666667
fcfp4_698,3.066666666666667
avalon_695,3.066666666666667
avalon_656,3.066666666666667
mordred_NdCH2,3.066666666666667
avalon_665,3.066666666666667
morgan_586,3.0
morgan_1083,3.0
morgan_r3_585,3.0
avalon_318,3.0
fcfp4_502,3.0
morgan_716,3.0
avalon_829,3.0
avalon_966,3.0
avalon_237,3.0
avalon_833,3.0
morgan_r3_1032,3.0
avalon_813,3.0
morgan_r3_1387,3.0
avalon_587,2.933333333333333
erg_68,2.933333333333333
avalon_904,2.933333333333333
morgan_r3_1080,2.933333333333333
fcfp4_1032,2.933333333333333
avalon_652,2.933333333333333
erg_274,2.933333333333333
avalon_115,2.933333333333333
fcfp4_1479,2.933333333333333
avalon_480,2.933333333333333
morgan_r3_448,2.933333333333333
fcfp4_1863,2.933333333333333
avalon_471,2.933333333333333
morgan_1164,2.933333333333333
fcfp4_242,2.933333333333333
fcfp4_365,2.933333333333333
fcfp4_359,2.933333333333333
fcfp4_719,2.933333333333333
avalon_738,2.933333333333333
avalon_959,2.933333333333333
morgan_r3_786,2.933333333333333
morgan_r3_840,2.8666666666666667
fcfp4_629,2.8666666666666667
avalon_563,2.8666666666666667
avalon_703,2.8666666666666667
erg_60,2.8666666666666667
avalon_120,2.8666666666666667
fcfp4_1674,2.8666666666666667
avalon_750,2.8666666666666667
avalon_112,2.8666666666666667
rdkit_NumAliphaticRings,2.8666666666666667
avalon_987,2.8666666666666667
morgan_r3_901,2.8666666666666667
morgan_r3_951,2.8666666666666667
avalon_310,2.8666666666666667
morgan_r3_1203,2.8666666666666667
morgan_r3_1586,2.8666666666666667
avalon_739,2.8666666666666667
morgan_1235,2.8666666666666667
mordred_n10FRing,2.8666666666666667
avalon_778,2.8666666666666667
avalon_239,2.8666666666666667
avalon_381,2.8666666666666667
avalon_909,2.8666666666666667
avalon_888,2.8666666666666667
morgan_r3_1642,2.8666666666666667
avalon_889,2.8
avalon_710,2.8
mordred_NdO,2.8
avalon_409,2.8
morgan_r3_1504,2.8
avalon_789,2.8
avalon_446,2.8
morgan_r3_1391,2.8
morgan_1645,2.8
fcfp4_835,2.8
morgan_955,2.8
avalon_537,2.8
avalon_708,2.8
avalon_534,2.8
morgan_1754,2.8
avalon_843,2.8
morgan_r3_1783,2.8
avalon_591,2.8
avalon_229,2.8
erg_32,2.8
morgan_r3_784,2.8
avalon_951,2.8
avalon_401,2.8
morgan_r3_1366,2.7333333333333334
avalon_954,2.7333333333333334
avalon_368,2.7333333333333334
avalon_185,2.7333333333333334
rdkit_fr_methoxy,2.7333333333333334
avalon_147,2.7333333333333334
morgan_r3_798,2.7333333333333334
fcfp4_1099,2.7333333333333334
avalon_1023,2.7333333333333334
avalon_926,2.7333333333333334
fcfp4_713,2.7333333333333334
avalon_11,2.7333333333333334
avalon_903,2.7333333333333334
avalon_993,2.7333333333333334
morgan_r3_1947,2.7333333333333334
avalon_447,2.7333333333333334
avalon_819,2.7333333333333334
avalon_221,2.7333333333333334
fcfp4_1770,2.7333333333333334
avalon_637,2.7333333333333334
rdkit_fr_imide,2.7333333333333334
morgan_1773,2.7333333333333334
avalon_898,2.7333333333333334
avalon_65,2.7333333333333334
avalon_556,2.6666666666666665
avalon_249,2.6666666666666665
avalon_558,2.6666666666666665
rdkit_SlogP_VSA7,2.6666666666666665
avalon_492,2.6666666666666665
avalon_46,2.6666666666666665
avalon_251,2.6666666666666665
avalon_925,2.6666666666666665
avalon_38,2.6666666666666665
fcfp4_8,2.6666666666666665
morgan_1799,2.6666666666666665
morgan_r3_1798,2.6666666666666665
avalon_425,2.6666666666666665
morgan_r3_445,2.6666666666666665
morgan_r3_361,2.6666666666666665
avalon_433,2.6666666666666665
avalon_91,2.6666666666666665
avalon_285,2.6666666666666665
morgan_r3_197,2.6666666666666665
avalon_1001,2.6666666666666665
avalon_33,2.6666666666666665
avalon_5,2.6
morgan_r3_1243,2.6
avalon_760,2.6
avalon_998,2.6
morgan_r3_1919,2.6
morgan_r3_1958,2.6
morgan_r3_1344,2.6
avalon_937,2.6
avalon_176,2.6
morgan_r3_302,2.6
morgan_585,2.6
fcfp4_1917,2.6
morgan_1504,2.6
avalon_870,2.6
morgan_561,2.6
morgan_490,2.6
avalon_474,2.6
morgan_r3_441,2.533333333333333
avalon_210,2.533333333333333
morgan_r3_104,2.533333333333333
rdkit_RingCount,2.533333333333333
morgan_1824,2.533333333333333
morgan_r3_1092,2.533333333333333
avalon_742,2.533333333333333
avalon_366,2.533333333333333
avalon_393,2.533333333333333
avalon_87,2.533333333333333
avalon_811,2.533333333333333
avalon_134,2.533333333333333
fcfp4_2022,2.533333333333333
fcfp4_1723,2.533333333333333
morgan_r3_618,2.533333333333333
avalon_726,2.533333333333333
avalon_227,2.533333333333333
morgan_r3_1684,2.533333333333333
morgan_79,2.533333333333333
morgan_r3_932,2.533333333333333
morgan_r3_231,2.466666666666667
morgan_974,2.466666666666667
morgan_r3_1074,2.466666666666667
morgan_r3_1778,2.466666666666667
avalon_253,2.466666666666667
fcfp4_188,2.466666666666667
avalon_865,2.466666666666667
avalon_39,2.466666666666667
avalon_319,2.466666666666667
avalon_986,2.466666666666667
avalon_369,2.466666666666667
avalon_356,2.466666666666667
morgan_1609,2.466666666666667
avalon_630,2.466666666666667
avalon_627,2.466666666666667
avalon_624,2.466666666666667
avalon_191,2.466666666666667
avalon_744,2.466666666666667
avalon_133,2.466666666666667
erg_220,2.466666666666667
avalon_911,2.466666666666667
avalon_402,2.466666666666667
