OPENADMET_CANONICAL_SMILES,OPENADMET_INCHIKEY
COC1=CC([N+](=O)[O-])=CC=C1NC(=O)COC(=O)C[C@@H](NC(C)=O)C1=CC=CC=C1,XPFLOKFPFOYIJG-QGZVFWFLSA-N
COC1=CC=C([C@@H]2C3=C(NC4=NN=NN42)C(=O)NN=C3C2=CC=C([N+](=O)[O-])C=C2)C=C1,BDVUHDXCKXLURL-QGZVFWFLSA-N
O=C(CNC(=O)C1=CC=C(Br)O1)OCC(=O)C1=CC=C([N+](=O)[O-])C=C1,AQKFKOTVBMLDMS-UHFFFAOYSA-N
C[C@H](OC(=O)[C@@H](C)NC(=O)C1=CC=CC([N+](=O)[O-])=C1)C(=O)N(C)C1CCCCC1,ZGZYNHNXYNPUPN-KGLIPLIRSA-N
COC1=CC=CC(C2=NNC(=O)C3=C2[C@H](C2=CC=C([N+](=O)[O-])C=C2)N2N=NN=C2N3)=C1,ZFSYFIVBHHNORK-KRWDZBQOSA-N
CCCCNC(=O)CN1C(=O)S/C(=C\C2=CC(OC)=C(O)C([N+](=O)[O-])=C2)C1=O,PXZJAUSNAUCMFH-JYRVWZFOSA-N
CC1=CC=C(S(=O)(=O)N(CCN2CCOCC2)C2=CC=CC=C2)C=C1[N+](=O)[O-],OLYUXMUXNDQNNJ-UHFFFAOYSA-N
CC1=CC([N+](=O)[O-])=CC=C1N1C(O)=C2C(=C1O)[C@@H]1C=CC=NN1[C@@H]2C(=O)C(C)(C)C,UEQJSDZOAIZKSY-YOEHRIQHSA-N
O=C(COC(=O)[C@@H]1CC(=O)N(C2=CC=C([N+](=O)[O-])C=C2)C1)NC1=CC=C(F)C=C1,WXPZLRTYZHBCKX-GFCCVEGCSA-N
CC1(C)C[C@@H]2C[C@@](C)(C1)[C@@H]1N2C2=CC=C([N+](=O)[O-])C=C2CC12C(=O)NC(=O)NC2=O,WXTBTYWPGPEHNG-AFBRZQFHSA-N
CCNC(=O)NC(=O)[C@H](C)OC(=O)C1=CC=C(N2CCC[C@H](C)C2)C([N+](=O)[O-])=C1,CVDQDLYUUOJAHP-STQMWFEESA-N
CCC1=NNC(N2C=CC3=NC4=C(C=C3C2=O)C(=O)N(C2=CC=CC(OC)=C2)C=C4)=N1,YQRNQFQCPLNLFH-UHFFFAOYSA-N
O=C(CNC(=O)C(=O)NC1=CC=CC(C(F)(F)F)=C1)NC1=CC=C([N+](=O)[O-])C=C1,VWOQVCNWAKHCSL-UHFFFAOYSA-N
COC1=CC=C(N2N=C([N+](=O)[O-])C(NC3=CC([N+](=O)[O-])=CC=C3OC)=[N+]2[O-])C=C1,OPRZVUJXAWOFBV-UHFFFAOYSA-N
O=C1C(=O)C2=CC3=C4C5=C(C=C6C(=O)C(=O)C7=CC=C(C8=C4C2=C1C=C8)C5=C76)S3(=O)=O,PYEYXOVCVINCEL-UHFFFAOYSA-N
COC1=CC=C([C@H](CNC(=O)CN2N=C(C)C([N+](=O)[O-])=C2C)N2CCCC2)C=C1,XBTMAOLPWQRJMV-SFHVURJKSA-N
CC1(C)O[C@@H]2O[C@H](COC(=O)C3=CC=C([N+](=O)[O-])C=C3)[C@@H]3OC(C)(C)O[C@@H]3[C@@H]2O1,IKRMVZVASOBSSJ-MDLJMBGESA-N
COC1=CC=C(OC)C(S(=O)(=O)N(C)CC(=O)NC2=CC([N+](=O)[O-])=CC=C2C)=C1,KNPWMYNEERHWDU-UHFFFAOYSA-N
COC1=CC=C(CCNC(=O)COC(=O)C2=CC=CC(C)=C2[N+](=O)[O-])C=C1OC,MMQJIIVKDQOBGS-UHFFFAOYSA-N
CC1=C2C=CN=CC2=C(CO[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)C2=C1N(C)C1=CC=CC=C21,JRIGURFJUAUMBB-OUFMZXHOSA-N
COC1=CC=C(C2=NNC(=O)C3=C2[C@@H](C2=CC=CC=C2[N+](=O)[O-])N2N=NN=C2N3)C=C1,ZUKWPIYSXJSILQ-QGZVFWFLSA-N
COC1=CC(/C=C/C(=O)N(C)CC(=O)N2CCCC2)=C([N+](=O)[O-])C=C1OC(F)F,UXAHWARICIFOCE-AATRIKPKSA-N
CCCCNC(=O)CN1CCN(C(=O)C2=CC3=CC([N+](=O)[O-])=CC=C3S2)CC1,AOIOBWMUHFKMAL-UHFFFAOYSA-N
COC(=O)CN(C1=CC=C(C(=O)OC)C=C1)S(=O)(=O)C1=CC=C(C)C([N+](=O)[O-])=C1,VSUKXXXOSSSPLF-UHFFFAOYSA-N
COC1=CC=C(NC(=O)COC(=O)[C@@H]2CC(=O)N(C3=CC=CC([N+](=O)[O-])=C3)C2)C=C1,AFARZWDOBIIRFU-CYBMUJFWSA-N
O=C1CC(=O)OC(C2=CC=C(N3CCN(CC4=CC=CC=C4)CC3)C([N+](=O)[O-])=C2)O1,SAFHHBPFMRJSNI-UHFFFAOYSA-N
CC1=NC(C)=C(C(=O)OCCCO[N+](=O)[O-])[C@H](C2=CC=CC([N+](=O)[O-])=C2)C1[N+](=O)[O-],SBRQULOJGRIJAH-VYRBHSGPSA-N
O=C(NC[C@H]1CCCO1)[C@@H](C(=O)C1=CC=CC([N+](=O)[O-])=C1)N1C=C(Cl)C=CC1=O,ZZAQZQNKFVUJIW-NVXWUHKLSA-N
CCCC(=O)NC(=S)N1CCN(C2=CC=C(C(=O)OCC)C=C2[N+](=O)[O-])CC1,JVZQFHNEQULPEV-UHFFFAOYSA-N
O=C(NC(=S)NC1=CC=CC=C1O)C1=CC([N+](=O)[O-])=CC=C1N1CCOCC1,KBQLVJQZRXMSSP-UHFFFAOYSA-N
COC1=CC(OCC(=O)NC2=CC=CC(N(C)S(C)(=O)=O)=C2)=CC=C1[N+](=O)[O-],FSSGUSMHJNIRDV-UHFFFAOYSA-N
COC1=C([N+](=O)[O-])C(C(=O)NC2=NC3=CC=CC=C3N2CCN2CCCCC2)=NN1,QSHLLOIXZZPYPU-UHFFFAOYSA-N
COC1=CC=C(CCNC(=O)[C@H](C)N(C2=CC=CC([N+](=O)[O-])=C2)S(C)(=O)=O)C=C1,YAMREBGTGUCMEJ-AWEZNQCLSA-N
CC1=CC=C(NC(=O)COC(=O)C2=CC=CC(N3C(=O)C=CC3=O)=C2)C=C1[N+](=O)[O-],PQPYSZOVJFKVET-UHFFFAOYSA-N
CCS(=O)(=O)[C@](Cl)(I)[C@@H](O)C1=CC=CC([N+](=O)[O-])=C1,RIUSNHBFTBYMHQ-VHSXEESVSA-N
COC1=CC2=C(C=C1OC)[C@]13CC[N+]4([O-])CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@H]5C[C@H]34,HHHQMKWPZAYIAE-NBJXPCBKSA-N
O=[N+]([O-])C1=CC=CC=C1S(=O)(=O)N1CCN(CCOC2=CC=CC(F)=C2)CC1,ISDOGPCEWCVQSQ-UHFFFAOYSA-N
COC1=CC=C([N+](=O)[O-])C=C1N(CC(=O)N1C2=CC=CC=C2C[C@@H]1C)S(C)(=O)=O,GOWZPRPXBGCJNZ-ZDUSSCGKSA-N
COC1=CC=C(C2=NOC(CNS(=O)(=O)C3=CC=C([N+](=O)[O-])C=C3)=N2)C=C1OC,HVGFHBJTDMRSKW-UHFFFAOYSA-N
NC1=NC(N2CCCCC2)=NC2=C1[C@H](C(=O)NC1=CC=C([N+](=O)[O-])C=C1)CC(=O)N2,BMPXGSVCRFDNSW-CYBMUJFWSA-N
O=C(NCC1CCN(C(=O)C2=CC=C([N+](=O)[O-])C=C2)CC1)C(=O)NC1=CC=CC=C1,JBNKWZALIFLPMA-UHFFFAOYSA-N
O=C(COC(=O)[C@@H]1CC(=O)N(C2=CC=CC([N+](=O)[O-])=C2)C1)C1=CC=C([N+](=O)[O-])C=C1,NHYRDQWOSHDQNV-CYBMUJFWSA-N
CCOC(=O)C1=C(C)NN=C1N1C=CC2=NC3=C(C=C2C1=O)C(=O)N(C1CC1)C=C3,GDNRNKVJUBUPJB-UHFFFAOYSA-N
C[C@@H](C(=O)NC1=CC=CC=C1[N+](=O)[O-])N1CCN(CC2=CC=C3OCOC3=C2)CC1,VGPPPNCBVVAIAO-HNNXBMFYSA-N
COC1=CC=C([N+](=O)[O-])C=C1NC(=O)[C@H]1CCN(S(C)(=O)=O)C2=CC=CC=C2O1,WFELIZPHCUVUNJ-QGZVFWFLSA-N
CCOC1=CC=CC(CNC(=O)CN(C2=CC=CC([N+](=O)[O-])=C2C)S(C)(=O)=O)=C1,IDUOWFUCIGUXQG-UHFFFAOYSA-N
O=C(CNC(=O)C(=O)NC1=CC=C(Br)C=C1)NC1=CC=C([N+](=O)[O-])C=C1,ZHHKHKLMTUOUSR-UHFFFAOYSA-N
C[C@H](C(=O)NC1=CC=CC([N+](=O)[O-])=C1)N(C1=CC=C2OCCOC2=C1)S(C)(=O)=O,NKUKDFOCXVNJJZ-GFCCVEGCSA-N
CCCN1C(=O)N=C(CC2=CC([N+](=O)[O-])=CC(I)=C2O)C1=O,CNUSYNNDQPFMGM-UHFFFAOYSA-N
CCCNS(=O)(=O)C1=CC=C(NS(=O)(=O)C2=CC([N+](=O)[O-])=CC=C2C)C=C1,XBVIBDXTWUUFNH-UHFFFAOYSA-N
CC1=C(NC(=O)C2=CC=CC(S(=O)(=O)N3CCN(C)CC3)=C2)C=CC=C1[N+](=O)[O-],AKFARDWLLJZHBJ-UHFFFAOYSA-N
COC(=O)C1=CC=C(NC(=O)[C@@H]2CC(=O)N(C3=CC=C([N+](=O)[O-])C=C3OC)C2)C=C1,UQYRJUQRUJKXJZ-CYBMUJFWSA-N
CCOC(=O)CN(C1=CC=C(OC)C(OC)=C1)S(=O)(=O)C1=CC=CC=C1[N+](=O)[O-],SATLFZGSHGMEJT-UHFFFAOYSA-N
COC(=O)[C@H]1C2=C(O)N(C3=CC=CC([N+](=O)[O-])=C3)C(O)=C2[C@H]2C3=CC=CC=C3C=CN21,ATLQJPSYRJBCRH-RTBURBONSA-N
CC[C@H](C(=O)NCC1=CC=CC=C1OC)N(C1=CC=CC([N+](=O)[O-])=C1)S(C)(=O)=O,OZNBKUQTWKRHFL-QGZVFWFLSA-N
CC(=O)N[C@H](CC(=O)OCC(=O)NC1=CC=C(F)C([N+](=O)[O-])=C1)C1=CC=CC=C1,VFELMEVVTNUFDP-MRXNPFEDSA-N
CCOC1=CC=CC=C1NC(=O)[C@H](C)OC1=CC=C(S(N)(=O)=O)C=C1[N+](=O)[O-],ZULQCPNSUAMOKE-NSHDSACASA-N
COC1=CC=C(F)C=C1S(=O)(=O)N(C)CC(=O)NC1=CC([N+](=O)[O-])=CC=C1C,OYBOCECBDGBZKV-UHFFFAOYSA-N
CCOC(=O)C1=C(C)N2C(=N[C@H]1C1=CC=C([N+](=O)[O-])C=C1)SC(=C(C)C)C2=O,LIWVJCDRSZMCTQ-HNNXBMFYSA-N
CNC(=O)[C@@H](C)N(CC1=CC=C(F)C=C1)C(=O)COC1=CC=C([N+](=O)[O-])C(OC)=C1,CYHYQSYHRPGHNQ-CYBMUJFWSA-N
COC1=CC(C(=O)NC2=CC(S(=O)(=O)N(C)C)=CC=C2C)=C([N+](=O)[O-])C=C1OC,SSWRWYTZBZRXII-UHFFFAOYSA-N
COC1=CC=C([C@H](C)NC(=O)CN(C2=CC=CC([N+](=O)[O-])=C2)S(C)(=O)=O)C=C1,HJYORWMEIDZQSW-ZDUSSCGKSA-N
O=C1NC2=CC=CC=C2[C@@]12C1=C(O)N(C3=CC=C([N+](=O)[O-])C=C3)C(O)=C1[C@H]1CCCN12,FYYXULLFNGBFDV-OPAMFIHVSA-N
O=C(NC(=S)NCC1=CC=CC=C1)C1=CC([N+](=O)[O-])=CC=C1N1CCOCC1,RWMBFAVOSSFWAP-UHFFFAOYSA-N
CC1=C(NC(=O)CN(C2=CC=C(F)C=C2)S(=O)(=O)N(C)C)C=CC=C1[N+](=O)[O-],NLQYXNSPXQVEJV-UHFFFAOYSA-N
CN1C(=O)N(C)C2=CC([N+](=O)[O-])=C(NC(=O)CN3C=C(C=O)C4=CC=CC=C43)C=C21,UEHIVUQGJUKEJO-UHFFFAOYSA-N
CC1=CC=C(CN2CCCN(C3=CC=C(S(N)(=O)=O)C=C3[N+](=O)[O-])CC2)C=C1,NKBCYHVWMBLYFU-UHFFFAOYSA-N
CCOC1=CC=CC=C1C(=O)NCCNC1=CC=C(S(C)(=O)=O)C=C1[N+](=O)[O-],UWTYPBUSGWWQJN-UHFFFAOYSA-N
CS(=O)(=O)C(Br)(Br)[C@@H](O)C1=CC=C([N+](=O)[O-])C=C1,KOXMMDKYDHGHPF-QMMMGPOBSA-N
O=C1C2=CC(OCO)=CC=C2NC2=CC3=C(C=C12)NC1=CC=C(OCO)C=C1C3=O,VXTPYNRBNIWZHV-UHFFFAOYSA-N
CCOC1=CC=CC=C1CNC(=O)CN(C1=CC=CC([N+](=O)[O-])=C1C)S(C)(=O)=O,VJTDBBIYKDYDKT-UHFFFAOYSA-N
CC1=C2C=CN=CC2=C(CO[C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)C2=C1N(C)C1=CC=CC=C21,JRIGURFJUAUMBB-AWDZXFJFSA-N
CCOC1=CC(Br)=C(/C=C/C2=C([N+](=O)[O-])C(=O)NC(=O)N2)C=C1OC,YNNQPUZVTTZZSY-SNAWJCMRSA-N
COC1=CC2=C(C=C1OC)CN(C1=C(O)N(C3=CC=CC([N+](=O)[O-])=C3)C(O)=C1)CC2,KWHBNRUABMKGFT-UHFFFAOYSA-N
CN(C)S(=O)(=O)N(CC(=O)NC1=CC([N+](=O)[O-])=CC=C1Cl)C1=CC=CC=C1,WNVPLLZAKNSVEM-UHFFFAOYSA-N
COC(=O)C1=CC=C(NC(=O)[C@@H](C)N(C2=CC=CC([N+](=O)[O-])=C2)S(C)(=O)=O)C=C1,LEIOAELSXNVSIZ-GFCCVEGCSA-N
O=C([C@H]1CC(=O)N(C2=CC=C(F)C=C2)C1)N1CCN(C2=CC=C([N+](=O)[O-])C=C2)CC1,HTSQMYCKRRSSLG-HNNXBMFYSA-N
CC1=CC=C([N+](=O)[O-])C=C1N([C@@H](C)C(=O)NC1=CC=C2OCOC2=C1)S(C)(=O)=O,WYXQUDUMZXNKPV-LBPRGKRZSA-N
C[C@H](C(=O)NC1=CC=CC([N+](=O)[O-])=C1)N(C1=CC=CC([N+](=O)[O-])=C1)S(C)(=O)=O,JCGVIMVNIYNSBI-LLVKDONJSA-N
CS(=O)(=O)[C@](Cl)(I)[C@@H](O)C1=CC=C([N+](=O)[O-])C=C1,PHECXICVONBCAI-DTWKUNHWSA-N
COC1=CC=C([N+](=O)[O-])C=C1N(CC(=O)NC[C@H](C)C1=CC=CC=C1)S(C)(=O)=O,FOMDEQODPIVUME-AWEZNQCLSA-N
COC1=CC=CC(N2C[C@@H](C(=O)OCC(=O)NC3=CC=CC([N+](=O)[O-])=C3)CC2=O)=C1,IXXWWCNSFCHXKE-ZDUSSCGKSA-N
C[C@H](NC(=O)COC(=O)[C@@H]1CC(=O)N(C2=CC=C([N+](=O)[O-])C=C2)C1)C1=CC=CC=C1,CSDAJIPTNWMUHE-GOEBONIOSA-N
COC1=CC=C(OC)C(N(CC(=O)NC2=CC=CC([N+](=O)[O-])=C2C)S(C)(=O)=O)=C1,MQOAFUYXBFVHTP-UHFFFAOYSA-N
C[C@@H](NC(=O)C1=CC=CC([N+](=O)[O-])=C1)C(=O)O[C@H](C)C(=O)N(C)C1CCCCC1,ZGZYNHNXYNPUPN-ZIAGYGMSSA-N
C[C@@]12C=C[C@@](CO)(O1)C1=C(O)N(C3=CC=C(C4=CC=C([N+](=O)[O-])C=C4)C=C3)C(O)=C12,LWSYELNCSYDCOG-VXKWHMMOSA-N
COC1=CC(OCC(=O)N[C@@H](C)C2=CC=C(S(C)(=O)=O)C=C2)=CC=C1[N+](=O)[O-],PRPGQHNZIOFDOF-LBPRGKRZSA-N
COC(=O)CN(C1=CC=C2OCOC2=C1)S(=O)(=O)C1=CC=C(C)C([N+](=O)[O-])=C1,YOGDJDNVEONYHU-UHFFFAOYSA-N
COC1=CC=CC=C1[C@@H]1C2=C(NC3=NN=NN31)C(=O)NN=C2C1=CC=C([N+](=O)[O-])C=C1,UUKGXXXUWLFUHL-QGZVFWFLSA-N
CC1=CC=C(S(=O)(=O)N2CCN(C(=O)C3=CC=C(C)C([N+](=O)[O-])=C3)CC2)S1,ZGQPRHVDXXGKMO-UHFFFAOYSA-N
COC1=CC(/C=C2\SC(=O)N(CC(=O)NCC(C)C)C2=O)=CC([N+](=O)[O-])=C1O,IJPUCYTYPFUSCQ-MLPAPPSSSA-N
COC1=CC=C(NC(=O)C(=O)CC2=NC3=CC=C([N+](=O)[O-])C=C3NC2=O)C(OC)=C1,VMMHEEIITIVKGM-UHFFFAOYSA-N
COC1=CC=C(S(=O)(=O)N(CC(=O)O)C2=CC=CC([N+](=O)[O-])=C2C)C=C1OC,JXUJLQHGUMETRB-UHFFFAOYSA-N
COC1=CC=C([C@@H]2C3=C(NC4=NN=NN42)C(=O)NN=C3C2=CC=CC([N+](=O)[O-])=C2)C=C1,JZQSKUJFJGURGZ-QGZVFWFLSA-N
O=C(OCC(=O)N1CCC2=CC=CC=C21)C1=CC([N+](=O)[O-])=CC=C1N1CCOCC1,YEQODXFIRAXVRZ-UHFFFAOYSA-N
CCN(CC)C(=O)CN1C(=O)S/C(=C\C2=CC(OC)=C(O)C([N+](=O)[O-])=C2)C1=O,ZXQBHXYEURXDAH-JYRVWZFOSA-N
O=C(NCCNC1=CC=CC=C1[N+](=O)[O-])C1CCN(C(=O)NCC2=CC=CO2)CC1,AZZWCVKMKHAHMC-UHFFFAOYSA-N
CNC(=O)[C@@H](C)N(CC1=CC=CC=C1C)C(=O)COC1=CC=C([N+](=O)[O-])C(OC)=C1,NUWUDYIYALZZRC-OAHLLOKOSA-N
O=C(NC[C@H]1CCCO1)[C@@H](CC1=CC=CC=C1)N1C(=O)C2=CC=CC([N+](=O)[O-])=C2C1=O,GUDXVFWLFZLXMJ-CRAIPNDOSA-N
CCCN1CCC2(CC1)OC[C@H](C(=O)O)N2C(=O)C1=CC([N+](=O)[O-])=CC=C1Cl,KXWUVSYBBYECRA-OAHLLOKOSA-N
CCOC(=O)CN(C1=CC=CC=C1C(=O)OC)S(=O)(=O)C1=CC=CC=C1[N+](=O)[O-],VUUYEAZBRZLRDG-UHFFFAOYSA-N
COC1=CC(OC)=CC(C(=O)N2CCN(C(=O)CC3=CC=CC=C3[N+](=O)[O-])CC2)=C1,PHJPNIVGRORUEO-UHFFFAOYSA-N
CC1=CC=C([N+](=O)[O-])C=C1NC(=O)[C@@H]1CCN(S(C)(=O)=O)C2=CC=CC=C2O1,HKWQTKHMWOMBKF-KRWDZBQOSA-N
CS(=O)(=O)N(CC(=O)NCCC1=CC=C(Cl)C=C1)C1=CC=CC([N+](=O)[O-])=C1,JOMQDNMTGUCJHM-UHFFFAOYSA-N
COC1=CC=C(C2=NOC(CNS(=O)(=O)C3=CC=CC=C3[N+](=O)[O-])=N2)C=C1OC,JARXKKNXOQMQQW-UHFFFAOYSA-N
CC1=CC=C(NC(=O)COC(=O)[C@H]2CC(=O)N(CC3=CC=CO3)C2)C=C1[N+](=O)[O-],BTQVQUFRGVKMRT-ZDUSSCGKSA-N
COC1=CC=CC=C1NC(=O)CN1C(=O)N=C(CC2=CC=C(C)C([N+](=O)[O-])=C2)C1=O,XEIMMAINRQWYTP-UHFFFAOYSA-N
CC1=C(NC(=O)CN(C2=CC=CC([N+](=O)[O-])=C2)S(C)(=O)=O)C=CC=C1[N+](=O)[O-],NWJGKBHNCPXNQT-UHFFFAOYSA-N
CC1=CC=C(S(=O)(=O)N2CCCN(C(=O)C3=CC=C([N+](=O)[O-])C=C3)CC2)C=C1,WKHVZRZUZYPSBI-UHFFFAOYSA-N
CC1=CC=C2C(=O)N(CCC(=O)OCC(=O)NC3=CC=CC=C3[N+](=O)[O-])C(=O)C2=C1,GZHBIRRWMZQVCS-UHFFFAOYSA-N
COC1=CC(OCC(=O)NCC2=CC=C(OC)C(OC)=C2OC)=CC=C1[N+](=O)[O-],GHANVCATOKUKFU-UHFFFAOYSA-N
CCOC1=CC=CC(CNC(=O)CN(C2=CC=CC([N+](=O)[O-])=C2)S(C)(=O)=O)=C1,MPRIBRXGIBCXHQ-UHFFFAOYSA-N
COC1=CC=CC(C2=NOC(CN(C)S(=O)(=O)C3=CC=CC([N+](=O)[O-])=C3)=N2)=C1,GSQZOMMLNUOLOB-UHFFFAOYSA-N
CC(C)[C@@H](NC(=O)C1=CC=C(Cl)C([N+](=O)[O-])=C1)C(=O)O[C@H](C)C(=O)NC1CC1,OTPFNDIDSBUOAT-MEBBXXQBSA-N
NC(=O)C1=CC=C(N2CCN(C(=O)C3=CC=CC=C3OC(F)F)CC2)C([N+](=O)[O-])=C1,IUOMPDRMMXOZDP-UHFFFAOYSA-N
CCOC(=O)COC1=CC=C(/C=C/C2=NC(=O)C([N+](=O)[O-])=C(O)N2)C=C1OCC,REVNLLLUIQVGJO-SOFGYWHQSA-N
COC1=CC=C(CCCNC(=O)CN(C2=CC=CC([N+](=O)[O-])=C2)S(C)(=O)=O)C=C1,IVFQEMLDQYGHIA-UHFFFAOYSA-N
CC1=CC=C([N+](=O)[O-])C=C1N1C(O)=C2C(=C1O)[C@@H](C(=O)C(C)(C)C)N1N=CC=C[C@H]21,YRKJCABKOFKODY-DYVFJYSZSA-N
COC1=CC=C(CN(C)C(=O)CN(C2=CC([N+](=O)[O-])=CC=C2C)S(C)(=O)=O)C=C1,YOLLDSLNCXRXOS-UHFFFAOYSA-N
COC(=O)C1=CC(NS(=O)(=O)C2=CC=C(C)C([N+](=O)[O-])=C2)=CC(C(=O)OC)=C1,FWWDGJDXULTNNH-UHFFFAOYSA-N
COC(=O)[C@@H](C(=O)C(=O)NC1=CC=C(C)C=C1)C1=NC2=CC=C([N+](=O)[O-])C=C2NC1=O,RAGNDLSPJURXAF-OAHLLOKOSA-N
COC1=CC=C(CC2=NC(=O)N(CC(=O)NC3=CC=CC=C3F)C2=O)C=C1[N+](=O)[O-],HOTKSVBHZZSWRW-UHFFFAOYSA-N
CC1=CC=C([N+](=O)[O-])C=C1N(CC(=O)N1CCC2=CC=CC=C2C1)S(C)(=O)=O,YZPPZALDRBSHHM-UHFFFAOYSA-N
O=C(NC[C@@H](C1=CC=CS1)N1CCOCC1)C1=CC2=C(C=C1[N+](=O)[O-])OCO2,YGEMFJXCBATRDE-AWEZNQCLSA-N
CCOCCCNC(=O)CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1[N+](=O)[O-],WMLLNXKLJMUTFY-UHFFFAOYSA-N
O=C(/C=C/C1=CC=C([N+](=O)[O-])C=C1)N1CCN(S(=O)(=O)C2=CC=CS2)CC1,DGGNIFYVVUPFIZ-VMPITWQZSA-N
COC1=CC=CC([C@@H]2C3=C(NC4=NN=NN42)C(=O)NN=C3C2=CC=C([N+](=O)[O-])C=C2)=C1,GJPSMBAZNSUSQE-QGZVFWFLSA-N
CC(=O)C1=CC=C(N2C(O)=CC(N3CCN(C4=CC=C([N+](=O)[O-])C=C4)CC3)=C2O)C=C1,GRFOUXRDOFJCAG-UHFFFAOYSA-N
COC1=CC=C(N(CC(=O)O)S(=O)(=O)C2=CC([N+](=O)[O-])=CC=C2C)C(OC)=C1,NKTRKLQBZGMFRE-UHFFFAOYSA-N
CN(C)S(=O)(=O)C1=CC=C(OCCNC(=O)/C=C/C2=CC=C([N+](=O)[O-])C=C2)C=C1,AGLZXKNEUHTXTP-LFYBBSHMSA-N
O=C(CN1C(O)=C2C(=C1O)[C@H]1C=C[C@H]2[C@@H]2C[C@@H]21)NC1=CC=C(Cl)C([N+](=O)[O-])=C1,LZAGCQNKLXZZRZ-FIQHERPVSA-N
O=C(C1=CC=CC=C1NS(=O)(=O)CC1=CC=CC([N+](=O)[O-])=C1)N1CCOCC1,ALTVHKKXVCWEKB-UHFFFAOYSA-N
CCOC1=CC=C(C(=O)NC2=CC(C)=NN2[C@H]2CCS(=O)(=O)C2)C=C1[N+](=O)[O-],KIAMUHUPAYVYEV-ZDUSSCGKSA-N
CCOC1=CC=CC(CNC(=O)[C@H](C)N(C2=CC=CC([N+](=O)[O-])=C2)S(C)(=O)=O)=C1,SEPBIHCYWPZJQB-AWEZNQCLSA-N
CC1=C(NC(=O)COC2=CC=C(CN(C)S(C)(=O)=O)C=C2)C=CC=C1[N+](=O)[O-],ATDDWVCYGWSOIJ-UHFFFAOYSA-N
COC1=CC=C(S(=O)(=O)N(C)CC2=CC=C(C(=O)NC3CC3)C=C2)C([N+](=O)[O-])=C1,WRSLCGVPACAJHI-UHFFFAOYSA-N
COC1=CC=C(C(=O)NCC(=O)NC2=CC=C(N3CCCC3=O)C=C2)C=C1[N+](=O)[O-],PMQKEIGHRBRHII-UHFFFAOYSA-N
COC(=O)[C@H](C)N1C(=O)S/C(=C\C2=CC([N+](=O)[O-])=CC=C2N2CCOCC2)C1=O,RNHVMSGQBDLNRF-SAIXKJTDSA-N
COC1=CC=C([C@H]2C3=C(O)N(C4=CC=CC([N+](=O)[O-])=C4)C(O)=C3N3CCCN23)C=C1,XKWOMEWTZZRQLQ-SFHVURJKSA-N
CS(=O)(=O)N(CC(=O)NCCSC1CCCC1)C1=CC=CC([N+](=O)[O-])=C1,AUTWKIFCPDMSAP-UHFFFAOYSA-N
CC1=CC=C(N2C[C@H](C(=O)OCN3C(=O)C4=CC=CC=C4C3=O)CC2=O)C=C1[N+](=O)[O-],BVHNGJLHSSIHJC-CYBMUJFWSA-N
COC1=CC([N+](=O)[O-])=CC=C1N1C[C@H](C(=O)OCC(=O)NC2=CC=CC=C2)CC1=O,JGOATBGOFKLXKG-CYBMUJFWSA-N
O=C(C1=CC=CC=C1)[C@H]1C2=C(O)N(C3=CC=C([N+](=O)[O-])C=C3)C(O)=C2[C@H]2C=CC=NN21,GAVXXKJDSBQFHJ-VQIMIIECSA-N
COC1=CC=C(S(=O)(=O)NC2=CC=CC([N+](=O)[O-])=C2C)C=C1N1C(O)=CC=C1O,GGHXJVKEPJASHE-UHFFFAOYSA-N
CC1=CC=C(S(=O)(=O)CCC(=O)OCC(=O)NC2=CC([N+](=O)[O-])=CC=C2F)C=C1,CRGQBRPWQPDATB-UHFFFAOYSA-N
CCS(=O)(=O)[C@](Cl)(I)[C@H](O)C1=CC=C([N+](=O)[O-])C=C1,HAOBFEPXMLRSGD-NXEZZACHSA-N
CCCCSC1=NC(=O)C2=C3C=CC=CC3=N[C@H](C3=CC=CC=C3[N+](=O)[O-])N2N1,RSMOFUZNVGHWMT-SFHVURJKSA-N
COC1=CC=C(S(=O)(=O)NCCC2=CN(C3=CC=CC=C3)N=C2)C=C1[N+](=O)[O-],GRHHWSFHODIHRT-UHFFFAOYSA-N
COC1=CC=C(S(=O)(=O)N[C@@H](C)C(=O)NC2=CC=CC([N+](=O)[O-])=C2C)C=C1OC,GJYXQTYZTKUHAP-LBPRGKRZSA-N
CN1C(=O)NC(=O)[C@@]2(CC3=CC([N+](=O)[O-])=CC=C3N3C[C@@H](C4=CC=CC=C4)C[C@@H]32)C1=O,IGIWMSQJNVGVPB-REDKUUPNSA-N
CC1=C(C(=O)NC2=CC=C(S(=O)(=O)N3CCN(C)CC3)C=C2)C=CC=C1[N+](=O)[O-],CPTQHVGIWJEFHM-UHFFFAOYSA-N
COC1=CC=C(C2=NOC(CNS(=O)(=O)C3=CC=CC([N+](=O)[O-])=C3)=N2)C(OC)=C1,YTDSFIKADUITOS-UHFFFAOYSA-N
